	date	hashtags	text	user	verifieduser	registeredon	followersuser	followinguser	tweetsuser	favoritestweetsuser	retweet	quote	reply	likes	language	device	location	latitude	longitude
541	Wed Jul 08 21:35:46 +0000 2020	[]	RT @QuecianaWalton: Standing 6 feet away from me https://t.co/XSk7lavuic	PinkGia7	False	Wed Sep 25 16:21:12 +0000 2013	2130	4960	78391	194017	0	0	0	0	en	WEB APP	Jamaica	18.1152958	-77.1598454610168
543	Wed Jul 08 21:35:46 +0000 2020	[]	RT @EpiEllie: THINK LIKE AN EPIDEMIOLOGIST: why are COVID deaths *still* not going up 3 weeks after case counts started increasing? There a…	shockingguy	False	Mon Jul 28 19:26:05 +0000 2008	1375	5001	55474	82609	0	0	0	0	en	IPHONE	Cleveland, OH	41.5051613	-81.6934446
544	Wed Jul 08 21:35:46 +0000 2020	[]	RT @reumalho: O dono da Ricardo Eletro, sozinho, sonegou 400 milhões de reais de impostos. Uma diária de UTI no SUS para paciente com covid…	stillgotlaurenj	False	Sun Dec 21 01:49:26 +0000 2014	728	469	16770	18888	0	0	0	0	pt	IPHONE	Beverly Hills, CA	53.559348099999994	-113.0314111056661
546	Wed Jul 08 21:35:46 +0000 2020	[]	@melindastatz @Ponoka123 @statesman I don’t contradict myself. I make fun of you. Anyway, some sources:… https://t.co/2mTHlUH1Zo	BrookeSmash	False	Sun Apr 08 19:29:35 +0000 2012	157	571	1514	563	0	0	0	0	en	IPHONE	Los Angeles, CA	34.0536909	-118.2427666
547	Wed Jul 08 21:35:46 +0000 2020	[]	RT @girlsreallyrule: If schools are perfectly safe from Covid-19, then so are prisons. Manafort, Cohen, Stone and every other Trump associa…	7wolfsong	False	Wed May 18 01:55:06 +0000 2016	112	235	2595	6950	0	0	0	0	en	IPAD	Hollywood, FL	26.0112014	-80.1494901
550	Wed Jul 08 21:35:46 +0000 2020	[]	RT @SirWilliamScot5: @Inevitable_ET If Hydroxychloroquine works as well as they say, people taking it out of fear of Covid will end up fixi…	TheRightSideof1	False	Sun Sep 02 00:53:26 +0000 2018	12825	13600	187653	186339	0	0	0	0	en	WEB APP	sunny south 🌞	31.9648729	-87.6400017
553	Wed Jul 08 21:35:46 +0000 2020	[]	RT @OhioMedicine: Together, we can help slow the spread of COVID-19. OSMA is teaming up with @OhioDOs, @OhioAFP, @OhioACEP @OhioPsychiatry,…	boof1324	False	Fri Apr 01 17:49:14 +0000 2011	55	102	71	155	0	0	0	0	en	IPHONE	Columbus, OH	39.9622601	-83.0007065
554	Wed Jul 08 21:35:46 +0000 2020	[]	RT @ScrapperChris: She is a bold faced LIAR!!! I’m on frontlines.. there is no longer a crisis!	BillBoatman3	False	Mon Oct 16 03:14:39 +0000 2017	4501	4525	77493	62148	0	0	0	0	en	IPHONE	United States	39.7837304	-100.4458825
555	Wed Jul 08 21:35:46 +0000 2020	[]	RT @MaryJulianna: 🔴Cal Cunningham, Mark Kelly, and Sara Gideon spent months shamelessly criticizing a COVID relief prog. that is enormously…	cyndee31	False	Fri Jun 24 14:15:29 +0000 2016	16794	16185	103055	71069	0	0	0	0	en	WEB APP	USA	39.7837304	-100.4458825
556	Wed Jul 08 21:35:46 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	leekaygraphics	False	Sun Dec 07 08:34:00 +0000 2008	440	52	20303	39506	0	0	0	0	en	IPHONE	Chicago area	14.5880864	121.126897
560	Wed Jul 08 21:35:46 +0000 2020	[]	RT @RBReich: There's no clearer sign of Trump's failure of leadership than the uncontrolled spread of Covid-19 in the U.S., and the success…	nancygower	False	Sun Jun 21 23:50:57 +0000 2009	1735	2767	189661	209883	0	0	0	0	en	WEB APP	California, USA	36.7014631	-118.7559974
561	Wed Jul 08 21:35:46 +0000 2020	[]	RT @Complex: U.S. tops 3 million COVID-19 cases as Trump administration continues to downplay severity. https://t.co/3G919y6Zd2	hthr_applebum	False	Sat Jun 15 18:42:46 +0000 2019	285	411	7451	770	0	0	0	0	en	IPHONE	chicago/nyc	41.7195393	-87.5425213
567	Wed Jul 08 21:35:46 +0000 2020	[]	NET Health has confirmed two new COVID-related deaths in Smith County. The individuals were an 87 year-old female a… https://t.co/wH4Pi9wnKB	MyNETHealth	False	Thu Jun 23 17:10:47 +0000 2011	347	289	1888	486	0	0	0	0	en	WEB APP	Tyler, TX	32.3512601	-95.3010624
568	Wed Jul 08 21:35:46 +0000 2020	[]	Tenho certeza que todas e todos queremos ler sobre a cura ou tratamento eficaz para a covid-19, mas muito nos preoc… https://t.co/1d8k2Fpzti	fabiofelixdf	True	Sat Oct 10 16:02:36 +0000 2009	10972	3124	8491	5483	0	0	0	0	pt	WEB APP	Brasília	-10.3333333	-53.2
569	Wed Jul 08 21:35:46 +0000 2020	[]	"RT @Miguel_Boggiano: Excelente @Rainier_W0lf 

El mensaje de AF:

El Covid te mata. Te prefiero pobre pero vivo. Encerrate en tu casa. No s…"	CISCO_LIO	False	Sat Sep 30 22:59:21 +0000 2017	173	525	4852	12808	0	0	0	0	es	WEB APP	Barcelona, España	41.3828939	2.1774322
570	Wed Jul 08 21:35:46 +0000 2020	[]	RT @rickychavez68: If ONE child dies from covid, ONE, there should be an insane lawsuit against the state of Florida.	manndaraee	False	Thu Aug 06 03:57:53 +0000 2009	1906	2997	138576	321180	0	0	0	0	en	IPHONE	Hoboken, NJ	40.7433066	-74.0323752
573	Wed Jul 08 21:35:47 +0000 2020	[]	RT @KyleKulinski: Japan has less than 1,000 covid deaths. They never went in to full economic shut down. They have an unemployment rate of…	OgJuann__	False	Sat Dec 02 22:02:18 +0000 2017	1424	1805	68879	88602	0	0	0	0	en	IPHONE	New Orleans, LA	29.9499323	-90.0701156
574	Wed Jul 08 21:35:47 +0000 2020	[]	RT @reumalho: O dono da Ricardo Eletro, sozinho, sonegou 400 milhões de reais de impostos. Uma diária de UTI no SUS para paciente com covid…	mcgryffindors	False	Mon Sep 02 16:21:17 +0000 2013	670	2202	130586	23714	0	0	0	0	pt	WEB APP	Brasil	-10.3333333	-53.2
581	Wed Jul 08 21:35:47 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	__alejaaandra	False	Thu Aug 22 19:39:37 +0000 2013	415	349	16913	17376	0	0	0	0	en	IPHONE	MIA	40.0580258	-84.2236524
582	Wed Jul 08 21:35:47 +0000 2020	[]	RT @NYGovCuomo: Beginning Friday, July 10, malls can open in Phase 4 regions as long as they have enhanced HVAC filtration systems &amp; measur…	HailtotheV__	False	Sat Jul 18 21:34:25 +0000 2009	912	185	101706	2352	0	0	0	0	en	IPHONE	Brooklyn, NY	40.6501038	-73.9495823
584	Wed Jul 08 21:35:47 +0000 2020	[]	RT @rickychavez68: If ONE child dies from covid, ONE, there should be an insane lawsuit against the state of Florida.	danimartinaaa	False	Wed Nov 21 19:39:05 +0000 2012	668	471	34166	22108	0	0	0	0	en	IPHONE	California, USA	36.7014631	-118.7559974
585	Wed Jul 08 21:35:47 +0000 2020	[]	RT @drmistercody: Fellas, is it gay to not die?	ThatDenzel	False	Thu Jan 16 06:21:49 +0000 2014	1421	268	20666	17763	0	0	0	0	en	IPHONE	In the cut.	48.6861529	6.1715014
586	Wed Jul 08 21:35:47 +0000 2020	[]	RT @ChatChristi: The Case Against Rachel Levine - The Incompetent Political Hire Who Shut Down Pennsylvania and Sent COVID Patients into Nu…	WhiZkyDJ	False	Sat Dec 16 03:26:30 +0000 2017	696	987	1551	4062	0	0	0	0	en	IPHONE	United States	39.7837304	-100.4458825
588	Wed Jul 08 21:35:47 +0000 2020	[]	RT @phaieet: Lord please we need you	charliepapz	False	Fri Jan 20 09:29:46 +0000 2012	1431	2673	10641	55387	0	0	0	0	en	IPHONE	NIGERIA 🇳🇬🇬🇧	9.6000359	7.9999721
589	Wed Jul 08 21:35:47 +0000 2020	[]	"RT @Mike_Hixenbaugh: ""That’s a very frightening aspect of COVID and why we need to work so hard to slow the spread,"" @PeterHotez said. ""(So…"	yayayarndiva	False	Tue Mar 31 05:01:57 +0000 2009	12984	2069	535171	538962	0	0	0	0	en	WEB APP	Sonoma County, California	38.5110803	-122.8473388
590	Wed Jul 08 21:35:47 +0000 2020	[]	"The need to shift from responding to crises to managing risks: My perspective of COVID-19 pandemic
https://t.co/Co0Fwhcdgp"	JoeJimmie	False	Fri Aug 03 18:20:20 +0000 2012	103	1180	140	32	0	0	0	0	en	WEB APP	Rome, Lazio	41.9185819	12.51433
591	Wed Jul 08 21:35:47 +0000 2020	['Orellana']	RT @Salud_CZ2: #Orellana | Personal del Centro de Salud García Moreno, realizamos charlas de promoción a pacientes de la comunidad del mism…	HTDMACHALA	False	Mon Dec 03 19:41:23 +0000 2012	5325	929	44488	18208	0	0	0	0	es	WEB APP	Machala	-3.2587494	-79.9595133
594	Wed Jul 08 21:35:47 +0000 2020	[]	RT @ricapriotti: O Fluminense entrar em campo, observar 1 minuto de silêncio em homenagem às milhares de vítimas da Covid-19, dar o pontapé…	jaobfr_	False	Wed Oct 19 17:46:14 +0000 2011	1192	1059	15008	39214	0	0	0	0	pt	WEB APP	Iguaba Grande, Brasil	-22.8388498	-42.2286746
596	Wed Jul 08 21:35:47 +0000 2020	[]	RT @jwgop: According to @realDonaldTrump covid is so bad Manafort must be released from prison to serve his time at home &amp; Roger Stone shou…	MntnMommaBear	False	Mon Feb 14 22:47:42 +0000 2011	4870	5324	16863	16408	0	0	0	0	en	WEB APP	Southeast U.S. 	23.3059454	98.0330229298676
602	Wed Jul 08 21:35:47 +0000 2020	[]	Please share widely - a global survey on the impact of COVID-19 on children: https://t.co/DpPWsuqocf	RebeccaSmithMPH	False	Fri Aug 31 12:01:10 +0000 2018	116	131	235	885	0	0	0	0	en	IPHONE	London, England	51.5073219	-0.1276474
